var_code,var,year,sa4_code_2016,sa4_name_2016,base,zero
46 BrisEastQld,Brisbane - East,2022,301,Brisbane - East,0.532,0.5154
46 BrisEastQld,Brisbane - East,2023,301,Brisbane - East,0.5467,0.5261
46 BrisEastQld,Brisbane - East,2024,301,Brisbane - East,0.5675,0.5279
46 BrisEastQld,Brisbane - East,2025,301,Brisbane - East,0.5662,0.5299
46 BrisEastQld,Brisbane - East,2026,301,Brisbane - East,0.5819,0.5311
46 BrisEastQld,Brisbane - East,2027,301,Brisbane - East,0.5886,0.5316
46 BrisEastQld,Brisbane - East,2028,301,Brisbane - East,0.5959,0.5313
46 BrisEastQld,Brisbane - East,2029,301,Brisbane - East,0.6025,0.5304
46 BrisEastQld,Brisbane - East,2030,301,Brisbane - East,0.6086,0.5287
46 BrisEastQld,Brisbane - East,2031,301,Brisbane - East,0.6141,0.5264
46 BrisEastQld,Brisbane - East,2032,301,Brisbane - East,0.6191,0.5234
46 BrisEastQld,Brisbane - East,2033,301,Brisbane - East,0.6236,0.5198
46 BrisEastQld,Brisbane - East,2034,301,Brisbane - East,0.6275,0.5155
46 BrisEastQld,Brisbane - East,2035,301,Brisbane - East,0.6309,0.5106
46 BrisEastQld,Brisbane - East,2036,301,Brisbane - East,0.6338,0.505
46 BrisEastQld,Brisbane - East,2037,301,Brisbane - East,0.6362,0.4995
46 BrisEastQld,Brisbane - East,2038,301,Brisbane - East,0.6381,0.4923
46 BrisEastQld,Brisbane - East,2039,301,Brisbane - East,0.6395,0.4848
46 BrisEastQld,Brisbane - East,2040,301,Brisbane - East,0.6405,0.4769
46 BrisEastQld,Brisbane - East,2041,301,Brisbane - East,0.641,0.4686
46 BrisEastQld,Brisbane - East,2042,301,Brisbane - East,0.6411,0.4599
46 BrisEastQld,Brisbane - East,2043,301,Brisbane - East,0.6408,0.4507
46 BrisEastQld,Brisbane - East,2044,301,Brisbane - East,0.6401,0.4411
46 BrisEastQld,Brisbane - East,2045,301,Brisbane - East,0.6389,0.4311
46 BrisEastQld,Brisbane - East,2046,301,Brisbane - East,0.6374,0.4208
46 BrisEastQld,Brisbane - East,2047,301,Brisbane - East,0.6355,0.4102
46 BrisEastQld,Brisbane - East,2048,301,Brisbane - East,0.6332,0.3995
46 BrisEastQld,Brisbane - East,2049,301,Brisbane - East,0.6306,NA
46 BrisEastQld,Brisbane - East,2050,301,Brisbane - East,0.6276,NA
46 BrisEastQld,Brisbane - East,2051,301,Brisbane - East,0.6244,NA
47 BrisNorthQld,Brisbane - North,2017,302,Brisbane - North,0.5824,0.6396
47 BrisNorthQld,Brisbane - North,2018,302,Brisbane - North,0.5878,0.572
47 BrisNorthQld,Brisbane - North,2019,302,Brisbane - North,0.5932,0.5656
47 BrisNorthQld,Brisbane - North,2020,302,Brisbane - North,0.6396,0.5686
47 BrisNorthQld,Brisbane - North,2021,302,Brisbane - North,0.5873,0.584
47 BrisNorthQld,Brisbane - North,2022,302,Brisbane - North,0.5904,0.572
47 BrisNorthQld,Brisbane - North,2023,302,Brisbane - North,0.6067,0.5839
47 BrisNorthQld,Brisbane - North,2024,302,Brisbane - North,0.6298,0.5858
47 BrisNorthQld,Brisbane - North,2025,302,Brisbane - North,0.6284,0.5881
47 BrisNorthQld,Brisbane - North,2026,302,Brisbane - North,0.6457,0.5895
47 BrisNorthQld,Brisbane - North,2027,302,Brisbane - North,0.6532,0.59
47 BrisNorthQld,Brisbane - North,2028,302,Brisbane - North,0.6613,0.5897
47 BrisNorthQld,Brisbane - North,2029,302,Brisbane - North,0.6686,0.5886
47 BrisNorthQld,Brisbane - North,2030,302,Brisbane - North,0.6754,0.5868
47 BrisNorthQld,Brisbane - North,2031,302,Brisbane - North,0.6815,0.5842
47 BrisNorthQld,Brisbane - North,2032,302,Brisbane - North,0.6871,0.5809
47 BrisNorthQld,Brisbane - North,2033,302,Brisbane - North,0.692,0.5768
47 BrisNorthQld,Brisbane - North,2034,302,Brisbane - North,0.6964,0.5721
47 BrisNorthQld,Brisbane - North,2035,302,Brisbane - North,0.7002,0.5666
47 BrisNorthQld,Brisbane - North,2036,302,Brisbane - North,0.7034,0.5605
47 BrisNorthQld,Brisbane - North,2037,302,Brisbane - North,0.7061,0.5543
47 BrisNorthQld,Brisbane - North,2038,302,Brisbane - North,0.7082,0.5464
47 BrisNorthQld,Brisbane - North,2039,302,Brisbane - North,0.7098,0.538
47 BrisNorthQld,Brisbane - North,2040,302,Brisbane - North,0.7108,0.5293
47 BrisNorthQld,Brisbane - North,2041,302,Brisbane - North,0.7114,0.5201
47 BrisNorthQld,Brisbane - North,2042,302,Brisbane - North,0.7115,0.5104
47 BrisNorthQld,Brisbane - North,2043,302,Brisbane - North,0.7112,0.5002
47 BrisNorthQld,Brisbane - North,2044,302,Brisbane - North,0.7103,0.4895
47 BrisNorthQld,Brisbane - North,2045,302,Brisbane - North,0.7091,0.4785
47 BrisNorthQld,Brisbane - North,2046,302,Brisbane - North,0.7074,0.467
47 BrisNorthQld,Brisbane - North,2047,302,Brisbane - North,0.7052,0.4553
47 BrisNorthQld,Brisbane - North,2048,302,Brisbane - North,0.7027,0.4433
47 BrisNorthQld,Brisbane - North,2049,302,Brisbane - North,0.6998,NA
47 BrisNorthQld,Brisbane - North,2050,302,Brisbane - North,0.6966,NA
47 BrisNorthQld,Brisbane - North,2051,302,Brisbane - North,0.6929,NA
48 BrisSouthQld,Brisbane - South,2017,303,Brisbane - South,0.7801,0.8568
48 BrisSouthQld,Brisbane - South,2018,303,Brisbane - South,0.7874,0.7662
48 BrisSouthQld,Brisbane - South,2019,303,Brisbane - South,0.7946,0.7576
48 BrisSouthQld,Brisbane - South,2020,303,Brisbane - South,0.8568,0.7616
48 BrisSouthQld,Brisbane - South,2021,303,Brisbane - South,0.7867,0.7823
48 BrisSouthQld,Brisbane - South,2022,303,Brisbane - South,0.7909,0.7662
48 BrisSouthQld,Brisbane - South,2023,303,Brisbane - South,0.8128,0.7821
48 BrisSouthQld,Brisbane - South,2024,303,Brisbane - South,0.8437,0.7848
48 BrisSouthQld,Brisbane - South,2025,303,Brisbane - South,0.8418,0.7878
48 BrisSouthQld,Brisbane - South,2026,303,Brisbane - South,0.865,0.7896
48 BrisSouthQld,Brisbane - South,2027,303,Brisbane - South,0.875,0.7903
48 BrisSouthQld,Brisbane - South,2028,303,Brisbane - South,0.8858,0.7899
48 BrisSouthQld,Brisbane - South,2029,303,Brisbane - South,0.8957,0.7885
48 BrisSouthQld,Brisbane - South,2030,303,Brisbane - South,0.9047,0.786
48 BrisSouthQld,Brisbane - South,2031,303,Brisbane - South,0.913,0.7826
48 BrisSouthQld,Brisbane - South,2032,303,Brisbane - South,0.9204,0.7781
48 BrisSouthQld,Brisbane - South,2033,303,Brisbane - South,0.927,0.7727
48 BrisSouthQld,Brisbane - South,2034,303,Brisbane - South,0.9329,0.7663
48 BrisSouthQld,Brisbane - South,2035,303,Brisbane - South,0.938,0.759
48 BrisSouthQld,Brisbane - South,2036,303,Brisbane - South,0.9423,0.7508
48 BrisSouthQld,Brisbane - South,2037,303,Brisbane - South,0.9458,0.7425
48 BrisSouthQld,Brisbane - South,2038,303,Brisbane - South,0.9486,0.7319
48 BrisSouthQld,Brisbane - South,2039,303,Brisbane - South,0.9508,0.7207
48 BrisSouthQld,Brisbane - South,2040,303,Brisbane - South,0.9522,0.709
48 BrisSouthQld,Brisbane - South,2041,303,Brisbane - South,0.953,0.6967
48 BrisSouthQld,Brisbane - South,2042,303,Brisbane - South,0.9532,0.6837
48 BrisSouthQld,Brisbane - South,2043,303,Brisbane - South,0.9527,0.67
48 BrisSouthQld,Brisbane - South,2044,303,Brisbane - South,0.9515,0.6558
48 BrisSouthQld,Brisbane - South,2045,303,Brisbane - South,0.9498,0.641
48 BrisSouthQld,Brisbane - South,2046,303,Brisbane - South,0.9476,0.6256
48 BrisSouthQld,Brisbane - South,2047,303,Brisbane - South,0.9447,0.6099
48 BrisSouthQld,Brisbane - South,2048,303,Brisbane - South,0.9413,0.5939
48 BrisSouthQld,Brisbane - South,2049,303,Brisbane - South,0.9375,NA
48 BrisSouthQld,Brisbane - South,2050,303,Brisbane - South,0.9331,NA
48 BrisSouthQld,Brisbane - South,2051,303,Brisbane - South,0.9282,NA
49 BrisWestQld,Brisbane - West,2017,304,Brisbane - West,0.6696,0.7353
49 BrisWestQld,Brisbane - West,2018,304,Brisbane - West,0.6758,0.6576
49 BrisWestQld,Brisbane - West,2019,304,Brisbane - West,0.682,0.6503
49 BrisWestQld,Brisbane - West,2020,304,Brisbane - West,0.7353,0.6537
49 BrisWestQld,Brisbane - West,2021,304,Brisbane - West,0.6752,0.6714
49 BrisWestQld,Brisbane - West,2022,304,Brisbane - West,0.6789,0.6576
49 BrisWestQld,Brisbane - West,2023,304,Brisbane - West,0.6976,0.6713
49 BrisWestQld,Brisbane - West,2024,304,Brisbane - West,0.7241,0.6736
49 BrisWestQld,Brisbane - West,2025,304,Brisbane - West,0.7225,0.6762
49 BrisWestQld,Brisbane - West,2026,304,Brisbane - West,0.7424,0.6777
49 BrisWestQld,Brisbane - West,2027,304,Brisbane - West,0.751,0.6783
49 BrisWestQld,Brisbane - West,2028,304,Brisbane - West,0.7603,0.678
49 BrisWestQld,Brisbane - West,2029,304,Brisbane - West,0.7688,0.6767
49 BrisWestQld,Brisbane - West,2030,304,Brisbane - West,0.7765,0.6746
49 BrisWestQld,Brisbane - West,2031,304,Brisbane - West,0.7836,0.6717
49 BrisWestQld,Brisbane - West,2032,304,Brisbane - West,0.79,0.6679
49 BrisWestQld,Brisbane - West,2033,304,Brisbane - West,0.7957,0.6632
49 BrisWestQld,Brisbane - West,2034,304,Brisbane - West,0.8007,0.6577
49 BrisWestQld,Brisbane - West,2035,304,Brisbane - West,0.805,0.6514
49 BrisWestQld,Brisbane - West,2036,304,Brisbane - West,0.8087,0.6444
49 BrisWestQld,Brisbane - West,2037,304,Brisbane - West,0.8118,0.6373
49 BrisWestQld,Brisbane - West,2038,304,Brisbane - West,0.8142,0.6282
49 BrisWestQld,Brisbane - West,2039,304,Brisbane - West,0.816,0.6186
49 BrisWestQld,Brisbane - West,2040,304,Brisbane - West,0.8173,0.6085
49 BrisWestQld,Brisbane - West,2041,304,Brisbane - West,0.818,0.5979
49 BrisWestQld,Brisbane - West,2042,304,Brisbane - West,0.8181,0.5868
49 BrisWestQld,Brisbane - West,2043,304,Brisbane - West,0.8176,0.5751
49 BrisWestQld,Brisbane - West,2044,304,Brisbane - West,0.8167,0.5628
49 BrisWestQld,Brisbane - West,2045,304,Brisbane - West,0.8152,0.5501
49 BrisWestQld,Brisbane - West,2046,304,Brisbane - West,0.8133,0.537
49 BrisWestQld,Brisbane - West,2047,304,Brisbane - West,0.8108,0.5234
49 BrisWestQld,Brisbane - West,2048,304,Brisbane - West,0.8079,0.5097
49 BrisWestQld,Brisbane - West,2049,304,Brisbane - West,0.8046,NA
49 BrisWestQld,Brisbane - West,2050,304,Brisbane - West,0.8008,NA
49 BrisWestQld,Brisbane - West,2051,304,Brisbane - West,0.7967,NA
50 BrisInnerQld,Brisbane - Inner,2017,305,Brisbane Inner City,1.3423,1.4741
50 BrisInnerQld,Brisbane - Inner,2018,305,Brisbane Inner City,1.3547,1.3183
50 BrisInnerQld,Brisbane - Inner,2019,305,Brisbane Inner City,1.3671,1.3036
50 BrisInnerQld,Brisbane - Inner,2020,305,Brisbane Inner City,1.4741,1.3104
50 BrisInnerQld,Brisbane - Inner,2021,305,Brisbane Inner City,1.3536,1.346
50 BrisInnerQld,Brisbane - Inner,2022,305,Brisbane Inner City,1.3609,1.3183
50 BrisInnerQld,Brisbane - Inner,2023,305,Brisbane Inner City,1.3984,1.3457
50 BrisInnerQld,Brisbane - Inner,2024,305,Brisbane Inner City,1.4516,1.3502
50 BrisInnerQld,Brisbane - Inner,2025,305,Brisbane Inner City,1.4483,1.3555
50 BrisInnerQld,Brisbane - Inner,2026,305,Brisbane Inner City,1.4883,1.3586
50 BrisInnerQld,Brisbane - Inner,2027,305,Brisbane Inner City,1.5055,1.3598
50 BrisInnerQld,Brisbane - Inner,2028,305,Brisbane Inner City,1.5241,1.3591
50 BrisInnerQld,Brisbane - Inner,2029,305,Brisbane Inner City,1.5411,1.3566
50 BrisInnerQld,Brisbane - Inner,2030,305,Brisbane Inner City,1.5567,1.3524
50 BrisInnerQld,Brisbane - Inner,2031,305,Brisbane Inner City,1.5708,1.3465
50 BrisInnerQld,Brisbane - Inner,2032,305,Brisbane Inner City,1.5836,1.3388
50 BrisInnerQld,Brisbane - Inner,2033,305,Brisbane Inner City,1.595,1.3295
50 BrisInnerQld,Brisbane - Inner,2034,305,Brisbane Inner City,1.6051,1.3185
50 BrisInnerQld,Brisbane - Inner,2035,305,Brisbane Inner City,1.6138,1.3059
50 BrisInnerQld,Brisbane - Inner,2036,305,Brisbane Inner City,1.6212,1.2918
50 BrisInnerQld,Brisbane - Inner,2037,305,Brisbane Inner City,1.6273,1.2776
50 BrisInnerQld,Brisbane - Inner,2038,305,Brisbane Inner City,1.6322,1.2592
50 BrisInnerQld,Brisbane - Inner,2039,305,Brisbane Inner City,1.6359,1.2401
50 BrisInnerQld,Brisbane - Inner,2040,305,Brisbane Inner City,1.6384,1.2199
50 BrisInnerQld,Brisbane - Inner,2041,305,Brisbane Inner City,1.6397,1.1987
50 BrisInnerQld,Brisbane - Inner,2042,305,Brisbane Inner City,1.64,1.1763
50 BrisInnerQld,Brisbane - Inner,2043,305,Brisbane Inner City,1.6391,1.1528
50 BrisInnerQld,Brisbane - Inner,2044,305,Brisbane Inner City,1.6372,1.1283
50 BrisInnerQld,Brisbane - Inner,2045,305,Brisbane Inner City,1.6343,1.1028
50 BrisInnerQld,Brisbane - Inner,2046,305,Brisbane Inner City,1.6303,1.0764
50 BrisInnerQld,Brisbane - Inner,2047,305,Brisbane Inner City,1.6254,1.0493
50 BrisInnerQld,Brisbane - Inner,2048,305,Brisbane Inner City,1.6196,1.0218
50 BrisInnerQld,Brisbane - Inner,2049,305,Brisbane Inner City,1.6129,NA
50 BrisInnerQld,Brisbane - Inner,2050,305,Brisbane Inner City,1.6054,NA
50 BrisInnerQld,Brisbane - Inner,2051,305,Brisbane Inner City,1.5971,NA
51 CairnsQld,Cairns,2017,306,Cairns,0.5123,0.5626
51 CairnsQld,Cairns,2018,306,Cairns,0.5171,0.5031
51 CairnsQld,Cairns,2019,306,Cairns,0.5218,0.4975
51 CairnsQld,Cairns,2020,306,Cairns,0.5626,0.5001
51 CairnsQld,Cairns,2021,306,Cairns,0.5166,0.5137
51 CairnsQld,Cairns,2022,306,Cairns,0.5194,0.5032
51 CairnsQld,Cairns,2023,306,Cairns,0.5337,0.5136
51 CairnsQld,Cairns,2024,306,Cairns,0.554,0.5153
51 CairnsQld,Cairns,2025,306,Cairns,0.5528,0.5173
51 CairnsQld,Cairns,2026,306,Cairns,0.568,0.5185
51 CairnsQld,Cairns,2027,306,Cairns,0.5746,0.519
51 CairnsQld,Cairns,2028,306,Cairns,0.5817,0.5187
51 CairnsQld,Cairns,2029,306,Cairns,0.5882,0.5178
51 CairnsQld,Cairns,2030,306,Cairns,0.5941,0.5162
51 CairnsQld,Cairns,2031,306,Cairns,0.5995,0.5139
51 CairnsQld,Cairns,2032,306,Cairns,0.6044,0.511
51 CairnsQld,Cairns,2033,306,Cairns,0.6088,0.5074
51 CairnsQld,Cairns,2034,306,Cairns,0.6126,0.5032
51 CairnsQld,Cairns,2035,306,Cairns,0.6159,0.4984
51 CairnsQld,Cairns,2036,306,Cairns,0.6188,0.493
51 CairnsQld,Cairns,2037,306,Cairns,0.6211,0.4876
51 CairnsQld,Cairns,2038,306,Cairns,0.6229,0.4806
51 CairnsQld,Cairns,2039,306,Cairns,0.6243,0.4733
51 CairnsQld,Cairns,2040,306,Cairns,0.6253,0.4656
51 CairnsQld,Cairns,2041,306,Cairns,0.6258,0.4575
51 CairnsQld,Cairns,2042,306,Cairns,0.6259,0.4489
51 CairnsQld,Cairns,2043,306,Cairns,0.6256,0.44
51 CairnsQld,Cairns,2044,306,Cairns,0.6249,0.4306
51 CairnsQld,Cairns,2045,306,Cairns,0.6237,0.4209
51 CairnsQld,Cairns,2046,306,Cairns,0.6222,0.4108
51 CairnsQld,Cairns,2047,306,Cairns,0.6204,0.4005
51 CairnsQld,Cairns,2048,306,Cairns,0.6182,0.39
51 CairnsQld,Cairns,2049,306,Cairns,0.6156,NA
51 CairnsQld,Cairns,2050,306,Cairns,0.6127,NA
51 CairnsQld,Cairns,2051,306,Cairns,0.6095,NA
52 DDownsMnaQld,Darling Downs - Maranoa,2017,307,Darling Downs - Maranoa,0.598,0.6567
52 DDownsMnaQld,Darling Downs - Maranoa,2018,307,Darling Downs - Maranoa,0.6035,0.5873
52 DDownsMnaQld,Darling Downs - Maranoa,2019,307,Darling Downs - Maranoa,0.609,0.5807
52 DDownsMnaQld,Darling Downs - Maranoa,2020,307,Darling Downs - Maranoa,0.6567,0.5838
52 DDownsMnaQld,Darling Downs - Maranoa,2021,307,Darling Downs - Maranoa,0.603,0.5996
52 DDownsMnaQld,Darling Downs - Maranoa,2022,307,Darling Downs - Maranoa,0.6062,0.5873
52 DDownsMnaQld,Darling Downs - Maranoa,2023,307,Darling Downs - Maranoa,0.623,0.5995
52 DDownsMnaQld,Darling Downs - Maranoa,2024,307,Darling Downs - Maranoa,0.6467,0.6015
52 DDownsMnaQld,Darling Downs - Maranoa,2025,307,Darling Downs - Maranoa,0.6452,0.6038
52 DDownsMnaQld,Darling Downs - Maranoa,2026,307,Darling Downs - Maranoa,0.663,0.6052
52 DDownsMnaQld,Darling Downs - Maranoa,2027,307,Darling Downs - Maranoa,0.6707,0.6057
52 DDownsMnaQld,Darling Downs - Maranoa,2028,307,Darling Downs - Maranoa,0.679,0.6054
52 DDownsMnaQld,Darling Downs - Maranoa,2029,307,Darling Downs - Maranoa,0.6865,0.6043
52 DDownsMnaQld,Darling Downs - Maranoa,2030,307,Darling Downs - Maranoa,0.6934,0.6025
52 DDownsMnaQld,Darling Downs - Maranoa,2031,307,Darling Downs - Maranoa,0.6998,0.5998
52 DDownsMnaQld,Darling Downs - Maranoa,2032,307,Darling Downs - Maranoa,0.7055,0.5964
52 DDownsMnaQld,Darling Downs - Maranoa,2033,307,Darling Downs - Maranoa,0.7105,0.5923
52 DDownsMnaQld,Darling Downs - Maranoa,2034,307,Darling Downs - Maranoa,0.715,0.5874
52 DDownsMnaQld,Darling Downs - Maranoa,2035,307,Darling Downs - Maranoa,0.7189,0.5818
52 DDownsMnaQld,Darling Downs - Maranoa,2036,307,Darling Downs - Maranoa,0.7222,0.5754
52 DDownsMnaQld,Darling Downs - Maranoa,2037,307,Darling Downs - Maranoa,0.7249,0.5691
52 DDownsMnaQld,Darling Downs - Maranoa,2038,307,Darling Downs - Maranoa,0.7271,0.561
52 DDownsMnaQld,Darling Downs - Maranoa,2039,307,Darling Downs - Maranoa,0.7287,0.5524
52 DDownsMnaQld,Darling Downs - Maranoa,2040,307,Darling Downs - Maranoa,0.7299,0.5434
52 DDownsMnaQld,Darling Downs - Maranoa,2041,307,Darling Downs - Maranoa,0.7305,0.534
52 DDownsMnaQld,Darling Downs - Maranoa,2042,307,Darling Downs - Maranoa,0.7306,0.524
52 DDownsMnaQld,Darling Downs - Maranoa,2043,307,Darling Downs - Maranoa,0.7302,0.5135
52 DDownsMnaQld,Darling Downs - Maranoa,2044,307,Darling Downs - Maranoa,0.7293,0.5026
52 DDownsMnaQld,Darling Downs - Maranoa,2045,307,Darling Downs - Maranoa,0.728,0.4913
52 DDownsMnaQld,Darling Downs - Maranoa,2046,307,Darling Downs - Maranoa,0.7263,0.4795
52 DDownsMnaQld,Darling Downs - Maranoa,2047,307,Darling Downs - Maranoa,0.7241,0.4674
52 DDownsMnaQld,Darling Downs - Maranoa,2048,307,Darling Downs - Maranoa,0.7215,0.4552
52 DDownsMnaQld,Darling Downs - Maranoa,2049,307,Darling Downs - Maranoa,0.7185,NA
52 DDownsMnaQld,Darling Downs - Maranoa,2050,307,Darling Downs - Maranoa,0.7152,NA
52 DDownsMnaQld,Darling Downs - Maranoa,2051,307,Darling Downs - Maranoa,0.7115,NA
53 FitzroyQld,Central Queensland,2017,308,Central Queensland,10.3736,11.3924
53 FitzroyQld,Central Queensland,2018,308,Central Queensland,10.4699,10.1881
53 FitzroyQld,Central Queensland,2019,308,Central Queensland,10.5656,10.0745
53 FitzroyQld,Central Queensland,2020,308,Central Queensland,11.3924,10.1273
53 FitzroyQld,Central Queensland,2021,308,Central Queensland,10.4608,10.4022
53 FitzroyQld,Central Queensland,2022,308,Central Queensland,10.5174,10.1885
53 FitzroyQld,Central Queensland,2023,308,Central Queensland,10.8074,10.4003
53 FitzroyQld,Central Queensland,2024,308,Central Queensland,11.2187,10.4351
53 FitzroyQld,Central Queensland,2025,308,Central Queensland,11.1929,10.4759
53 FitzroyQld,Central Queensland,2026,308,Central Queensland,11.5024,10.4998
53 FitzroyQld,Central Queensland,2027,308,Central Queensland,11.6354,10.5088
53 FitzroyQld,Central Queensland,2028,308,Central Queensland,11.7791,10.5035
53 FitzroyQld,Central Queensland,2029,308,Central Queensland,11.9102,10.4844
53 FitzroyQld,Central Queensland,2030,308,Central Queensland,12.0304,10.4519
53 FitzroyQld,Central Queensland,2031,308,Central Queensland,12.1399,10.4061
53 FitzroyQld,Central Queensland,2032,308,Central Queensland,12.2387,10.347
53 FitzroyQld,Central Queensland,2033,308,Central Queensland,12.327,10.275
53 FitzroyQld,Central Queensland,2034,308,Central Queensland,12.4047,10.1901
53 FitzroyQld,Central Queensland,2035,308,Central Queensland,12.4721,10.0927
53 FitzroyQld,Central Queensland,2036,308,Central Queensland,12.5293,9.9832
53 FitzroyQld,Central Queensland,2037,308,Central Queensland,12.5765,9.8736
53 FitzroyQld,Central Queensland,2038,308,Central Queensland,12.6142,9.7319
53 FitzroyQld,Central Queensland,2039,308,Central Queensland,12.6426,9.5838
53 FitzroyQld,Central Queensland,2040,308,Central Queensland,12.6619,9.4279
53 FitzroyQld,Central Queensland,2041,308,Central Queensland,12.6724,9.2638
53 FitzroyQld,Central Queensland,2042,308,Central Queensland,12.6742,9.0909
53 FitzroyQld,Central Queensland,2043,308,Central Queensland,12.6676,8.9094
53 FitzroyQld,Central Queensland,2044,308,Central Queensland,12.6528,8.7199
53 FitzroyQld,Central Queensland,2045,308,Central Queensland,12.6301,8.523
53 FitzroyQld,Central Queensland,2046,308,Central Queensland,12.5998,8.3192
53 FitzroyQld,Central Queensland,2047,308,Central Queensland,12.562,8.1093
53 FitzroyQld,Central Queensland,2048,308,Central Queensland,12.5171,7.8969
53 FitzroyQld,Central Queensland,2049,308,Central Queensland,12.4655,NA
53 FitzroyQld,Central Queensland,2050,308,Central Queensland,12.4073,NA
53 FitzroyQld,Central Queensland,2051,308,Central Queensland,12.3429,NA
54 GoldCoastQld,Gold Coast,2017,309,Gold Coast,0.8954,0.9833
54 GoldCoastQld,Gold Coast,2018,309,Gold Coast,0.9037,0.8794
54 GoldCoastQld,Gold Coast,2019,309,Gold Coast,0.9119,0.8696
54 GoldCoastQld,Gold Coast,2020,309,Gold Coast,0.9833,0.8741
54 GoldCoastQld,Gold Coast,2021,309,Gold Coast,0.9029,0.8978
54 GoldCoastQld,Gold Coast,2022,309,Gold Coast,0.9078,0.8794
54 GoldCoastQld,Gold Coast,2023,309,Gold Coast,0.9328,0.8977
54 GoldCoastQld,Gold Coast,2024,309,Gold Coast,0.9683,0.9007
54 GoldCoastQld,Gold Coast,2025,309,Gold Coast,0.9661,0.9042
54 GoldCoastQld,Gold Coast,2026,309,Gold Coast,0.9928,0.9063
54 GoldCoastQld,Gold Coast,2027,309,Gold Coast,1.0043,0.907
54 GoldCoastQld,Gold Coast,2028,309,Gold Coast,1.0167,0.9066
54 GoldCoastQld,Gold Coast,2029,309,Gold Coast,1.028,0.9049
54 GoldCoastQld,Gold Coast,2030,309,Gold Coast,1.0384,0.9021
54 GoldCoastQld,Gold Coast,2031,309,Gold Coast,1.0478,0.8982
54 GoldCoastQld,Gold Coast,2032,309,Gold Coast,1.0564,0.8931
54 GoldCoastQld,Gold Coast,2033,309,Gold Coast,1.064,0.8869
54 GoldCoastQld,Gold Coast,2034,309,Gold Coast,1.0707,0.8795
54 GoldCoastQld,Gold Coast,2035,309,Gold Coast,1.0765,0.8711
54 GoldCoastQld,Gold Coast,2036,309,Gold Coast,1.0814,0.8617
54 GoldCoastQld,Gold Coast,2037,309,Gold Coast,1.0855,0.8522
54 GoldCoastQld,Gold Coast,2038,309,Gold Coast,1.0888,0.84
54 GoldCoastQld,Gold Coast,2039,309,Gold Coast,1.0912,0.8272
54 GoldCoastQld,Gold Coast,2040,309,Gold Coast,1.0929,0.8138
54 GoldCoastQld,Gold Coast,2041,309,Gold Coast,1.0938,0.7996
54 GoldCoastQld,Gold Coast,2042,309,Gold Coast,1.0939,0.7847
54 GoldCoastQld,Gold Coast,2043,309,Gold Coast,1.0934,0.769
54 GoldCoastQld,Gold Coast,2044,309,Gold Coast,1.0921,0.7526
54 GoldCoastQld,Gold Coast,2045,309,Gold Coast,1.0901,0.7356
54 GoldCoastQld,Gold Coast,2046,309,Gold Coast,1.0875,0.7181
54 GoldCoastQld,Gold Coast,2047,309,Gold Coast,1.0843,0.6999
54 GoldCoastQld,Gold Coast,2048,309,Gold Coast,1.0804,0.6816
54 GoldCoastQld,Gold Coast,2049,309,Gold Coast,1.0759,NA
54 GoldCoastQld,Gold Coast,2050,309,Gold Coast,1.0709,NA
54 GoldCoastQld,Gold Coast,2051,309,Gold Coast,1.0654,NA
55 IpswichQld,Ipswich,2017,310,Ipswich,0.7381,0.8106
55 IpswichQld,Ipswich,2018,310,Ipswich,0.7449,0.7249
55 IpswichQld,Ipswich,2019,310,Ipswich,0.7518,0.7168
55 IpswichQld,Ipswich,2020,310,Ipswich,0.8106,0.7206
55 IpswichQld,Ipswich,2021,310,Ipswich,0.7443,0.7401
55 IpswichQld,Ipswich,2022,310,Ipswich,0.7483,0.7249
55 IpswichQld,Ipswich,2023,310,Ipswich,0.769,0.74
55 IpswichQld,Ipswich,2024,310,Ipswich,0.7982,0.7425
55 IpswichQld,Ipswich,2025,310,Ipswich,0.7964,0.7454
55 IpswichQld,Ipswich,2026,310,Ipswich,0.8184,0.7471
55 IpswichQld,Ipswich,2027,310,Ipswich,0.8279,0.7477
55 IpswichQld,Ipswich,2028,310,Ipswich,0.8381,0.7473
55 IpswichQld,Ipswich,2029,310,Ipswich,0.8474,0.746
55 IpswichQld,Ipswich,2030,310,Ipswich,0.856,0.7437
55 IpswichQld,Ipswich,2031,310,Ipswich,0.8638,0.7404
55 IpswichQld,Ipswich,2032,310,Ipswich,0.8708,0.7362
55 IpswichQld,Ipswich,2033,310,Ipswich,0.8771,0.7311
55 IpswichQld,Ipswich,2034,310,Ipswich,0.8826,0.725
55 IpswichQld,Ipswich,2035,310,Ipswich,0.8874,0.7181
55 IpswichQld,Ipswich,2036,310,Ipswich,0.8915,0.7103
55 IpswichQld,Ipswich,2037,310,Ipswich,0.8948,0.7025
55 IpswichQld,Ipswich,2038,310,Ipswich,0.8975,0.6924
55 IpswichQld,Ipswich,2039,310,Ipswich,0.8995,0.6819
55 IpswichQld,Ipswich,2040,310,Ipswich,0.9009,0.6708
55 IpswichQld,Ipswich,2041,310,Ipswich,0.9017,0.6591
55 IpswichQld,Ipswich,2042,310,Ipswich,0.9018,0.6468
55 IpswichQld,Ipswich,2043,310,Ipswich,0.9013,0.6339
55 IpswichQld,Ipswich,2044,310,Ipswich,0.9003,0.6204
55 IpswichQld,Ipswich,2045,310,Ipswich,0.8987,0.6064
