var,state,year,value,occupation_group
"Glaziers, Plasterers and Tilers",base,2031,81.159,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2032,82.3751,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2033,83.5774,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2034,84.7649,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2035,85.9373,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2036,87.0942,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2037,88.2357,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2038,89.3637,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2039,90.4785,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2040,91.5806,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2041,92.6702,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2042,93.748,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2043,94.8144,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2044,95.8701,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2045,96.9157,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2046,97.952,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2047,98.9797,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2048,99.9999,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2049,101.0137,O2 PROFESSIONALS
"Glaziers, Plasterers and Tilers",base,2050,102.022,O2 PROFESSIONALS
Plumbers,base,2020,85.8818,O2 PROFESSIONALS
Plumbers,base,2021,82.7449,O2 PROFESSIONALS
Plumbers,base,2022,82.3608,O2 PROFESSIONALS
Plumbers,base,2023,83.3293,O2 PROFESSIONALS
Plumbers,base,2024,86.3798,O2 PROFESSIONALS
Plumbers,base,2025,89.5571,O2 PROFESSIONALS
Plumbers,base,2026,91.0392,O2 PROFESSIONALS
Plumbers,base,2027,92.4718,O2 PROFESSIONALS
Plumbers,base,2028,93.8992,O2 PROFESSIONALS
Plumbers,base,2029,95.3233,O2 PROFESSIONALS
Plumbers,base,2030,96.7405,O2 PROFESSIONALS
Plumbers,base,2031,98.1501,O2 PROFESSIONALS
Plumbers,base,2032,99.5506,O2 PROFESSIONALS
Plumbers,base,2033,100.9409,O2 PROFESSIONALS
Plumbers,base,2034,102.3197,O2 PROFESSIONALS
Plumbers,base,2035,103.6863,O2 PROFESSIONALS
Plumbers,base,2036,105.0403,O2 PROFESSIONALS
Plumbers,base,2037,106.3814,O2 PROFESSIONALS
Plumbers,base,2038,107.7115,O2 PROFESSIONALS
Plumbers,base,2039,109.0308,O2 PROFESSIONALS
Plumbers,base,2040,110.3394,O2 PROFESSIONALS
Plumbers,base,2041,111.6375,O2 PROFESSIONALS
Plumbers,base,2042,112.9256,O2 PROFESSIONALS
Plumbers,base,2043,114.204,O2 PROFESSIONALS
Plumbers,base,2044,115.4732,O2 PROFESSIONALS
Plumbers,base,2045,116.7337,O2 PROFESSIONALS
Plumbers,base,2046,117.9863,O2 PROFESSIONALS
Plumbers,base,2047,119.2316,O2 PROFESSIONALS
Plumbers,base,2048,120.4708,O2 PROFESSIONALS
Plumbers,base,2049,121.7048,O2 PROFESSIONALS
Plumbers,base,2050,122.9349,O2 PROFESSIONALS
Electricians,base,2020,159.353,O2 PROFESSIONALS
Electricians,base,2021,153.2399,O2 PROFESSIONALS
Electricians,base,2022,153.3331,O2 PROFESSIONALS
Electricians,base,2023,155.1331,O2 PROFESSIONALS
Electricians,base,2024,159.6654,O2 PROFESSIONALS
Electricians,base,2025,164.7473,O2 PROFESSIONALS
Electricians,base,2026,167.2071,O2 PROFESSIONALS
Electricians,base,2027,169.8626,O2 PROFESSIONALS
Electricians,base,2028,172.4881,O2 PROFESSIONALS
Electricians,base,2029,175.1236,O2 PROFESSIONALS
Electricians,base,2030,177.7537,O2 PROFESSIONALS
Electricians,base,2031,180.3696,O2 PROFESSIONALS
Electricians,base,2032,182.9639,O2 PROFESSIONALS
Electricians,base,2033,185.5398,O2 PROFESSIONALS
Electricians,base,2034,188.1004,O2 PROFESSIONALS
Electricians,base,2035,190.646,O2 PROFESSIONALS
Electricians,base,2036,193.176,O2 PROFESSIONALS
Electricians,base,2037,195.6908,O2 PROFESSIONALS
Electricians,base,2038,198.194,O2 PROFESSIONALS
Electricians,base,2039,200.6863,O2 PROFESSIONALS
Electricians,base,2040,203.1682,O2 PROFESSIONALS
Electricians,base,2041,205.6403,O2 PROFESSIONALS
Electricians,base,2042,208.1035,O2 PROFESSIONALS
Electricians,base,2043,210.5586,O2 PROFESSIONALS
Electricians,base,2044,213.0064,O2 PROFESSIONALS
Electricians,base,2045,215.4483,O2 PROFESSIONALS
Electricians,base,2046,217.8854,O2 PROFESSIONALS
Electricians,base,2047,220.3193,O2 PROFESSIONALS
Electricians,base,2048,222.752,O2 PROFESSIONALS
Electricians,base,2049,225.1856,O2 PROFESSIONALS
Electricians,base,2050,227.6221,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2020,92.8821,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2021,89.4022,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2022,91.1473,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2023,92.0244,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2024,94.3145,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2025,97.1192,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2026,98.8746,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2027,100.5496,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2028,102.2517,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2029,103.9674,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2030,105.6902,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2031,107.4171,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2032,109.1459,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2033,110.8768,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2034,112.6098,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2035,114.3446,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2036,116.0813,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2037,117.82,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2038,119.563,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2039,121.3109,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2040,123.0639,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2041,124.8224,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2042,126.5869,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2043,128.3577,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2044,130.1353,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2045,131.9206,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2046,133.7141,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2047,135.5168,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2048,137.3297,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2049,139.1543,O2 PROFESSIONALS
Electronics and Telecommunications Trades Workers,base,2050,140.9916,O2 PROFESSIONALS
Food Trades Workers,base,2020,173.7158,O2 PROFESSIONALS
Food Trades Workers,base,2021,169.7637,O2 PROFESSIONALS
Food Trades Workers,base,2022,175.993,O2 PROFESSIONALS
Food Trades Workers,base,2023,178.846,O2 PROFESSIONALS
Food Trades Workers,base,2024,180.8779,O2 PROFESSIONALS
Food Trades Workers,base,2025,186.531,O2 PROFESSIONALS
Food Trades Workers,base,2026,190.4925,O2 PROFESSIONALS
Food Trades Workers,base,2027,194.6695,O2 PROFESSIONALS
Food Trades Workers,base,2028,198.8501,O2 PROFESSIONALS
Food Trades Workers,base,2029,203.0611,O2 PROFESSIONALS
Food Trades Workers,base,2030,207.2879,O2 PROFESSIONALS
Food Trades Workers,base,2031,211.5291,O2 PROFESSIONALS
Food Trades Workers,base,2032,215.7843,O2 PROFESSIONALS
Food Trades Workers,base,2033,220.0528,O2 PROFESSIONALS
Food Trades Workers,base,2034,224.3339,O2 PROFESSIONALS
Food Trades Workers,base,2035,228.6282,O2 PROFESSIONALS
Food Trades Workers,base,2036,232.9365,O2 PROFESSIONALS
Food Trades Workers,base,2037,237.2597,O2 PROFESSIONALS
Food Trades Workers,base,2038,241.6026,O2 PROFESSIONALS
Food Trades Workers,base,2039,245.9668,O2 PROFESSIONALS
Food Trades Workers,base,2040,250.3534,O2 PROFESSIONALS
Food Trades Workers,base,2041,254.7635,O2 PROFESSIONALS
Food Trades Workers,base,2042,259.1985,O2 PROFESSIONALS
Food Trades Workers,base,2043,263.6593,O2 PROFESSIONALS
Food Trades Workers,base,2044,268.1472,O2 PROFESSIONALS
Food Trades Workers,base,2045,272.6637,O2 PROFESSIONALS
Food Trades Workers,base,2046,277.21,O2 PROFESSIONALS
Food Trades Workers,base,2047,281.788,O2 PROFESSIONALS
Food Trades Workers,base,2048,286.3998,O2 PROFESSIONALS
Food Trades Workers,base,2049,291.0479,O2 PROFESSIONALS
Food Trades Workers,base,2050,295.7349,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2020,32.7445,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2021,31.8153,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2022,32.3591,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2023,32.766,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2024,33.5023,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2025,34.3445,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2026,35.0121,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2027,35.6702,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2028,36.3319,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2029,36.9966,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2030,37.6625,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2031,38.3294,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2032,38.9972,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2033,39.6657,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2034,40.3347,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2035,41.0042,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2036,41.6743,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2037,42.3451,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2038,43.0176,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2039,43.6919,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2040,44.3682,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2041,45.0465,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2042,45.7273,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2043,46.4105,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2044,47.0964,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2045,47.7853,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2046,48.4773,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2047,49.1729,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2048,49.8723,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2049,50.5762,O2 PROFESSIONALS
"Animal Attendants and Trainers, and Shearers",base,2050,51.2849,O2 PROFESSIONALS
Horticultural Trades Workers,base,2020,100.4557,O2 PROFESSIONALS
Horticultural Trades Workers,base,2021,99.5631,O2 PROFESSIONALS
Horticultural Trades Workers,base,2022,100.3655,O2 PROFESSIONALS
Horticultural Trades Workers,base,2023,101.6151,O2 PROFESSIONALS
Horticultural Trades Workers,base,2024,103.7388,O2 PROFESSIONALS
Horticultural Trades Workers,base,2025,105.961,O2 PROFESSIONALS
Horticultural Trades Workers,base,2026,107.8466,O2 PROFESSIONALS
Horticultural Trades Workers,base,2027,109.7697,O2 PROFESSIONALS
Horticultural Trades Workers,base,2028,111.6945,O2 PROFESSIONALS
Horticultural Trades Workers,base,2029,113.6288,O2 PROFESSIONALS
Horticultural Trades Workers,base,2030,115.5669,O2 PROFESSIONALS
Horticultural Trades Workers,base,2031,117.5078,O2 PROFESSIONALS
Horticultural Trades Workers,base,2032,119.4508,O2 PROFESSIONALS
Horticultural Trades Workers,base,2033,121.3949,O2 PROFESSIONALS
Horticultural Trades Workers,base,2034,123.3391,O2 PROFESSIONALS
Horticultural Trades Workers,base,2035,125.2831,O2 PROFESSIONALS
Horticultural Trades Workers,base,2036,127.227,O2 PROFESSIONALS
Horticultural Trades Workers,base,2037,129.171,O2 PROFESSIONALS
Horticultural Trades Workers,base,2038,131.1173,O2 PROFESSIONALS
Horticultural Trades Workers,base,2039,133.0664,O2 PROFESSIONALS
Horticultural Trades Workers,base,2040,135.0187,O2 PROFESSIONALS
Horticultural Trades Workers,base,2041,136.9744,O2 PROFESSIONALS
Horticultural Trades Workers,base,2042,138.9343,O2 PROFESSIONALS
Horticultural Trades Workers,base,2043,140.8986,O2 PROFESSIONALS
Horticultural Trades Workers,base,2044,142.8681,O2 PROFESSIONALS
Horticultural Trades Workers,base,2045,144.8433,O2 PROFESSIONALS
Horticultural Trades Workers,base,2046,146.825,O2 PROFESSIONALS
Horticultural Trades Workers,base,2047,148.8141,O2 PROFESSIONALS
Horticultural Trades Workers,base,2048,150.8118,O2 PROFESSIONALS
Horticultural Trades Workers,base,2049,152.8193,O2 PROFESSIONALS
Horticultural Trades Workers,base,2050,154.838,O2 PROFESSIONALS
Hairdressers,base,2020,66.9035,O2 PROFESSIONALS
Hairdressers,base,2021,63.5665,O2 PROFESSIONALS
Hairdressers,base,2022,65.1855,O2 PROFESSIONALS
Hairdressers,base,2023,65.4254,O2 PROFESSIONALS
Hairdressers,base,2024,66.5338,O2 PROFESSIONALS
Hairdressers,base,2025,68.7999,O2 PROFESSIONALS
Hairdressers,base,2026,70.0859,O2 PROFESSIONALS
Hairdressers,base,2027,71.4344,O2 PROFESSIONALS
Hairdressers,base,2028,72.7923,O2 PROFESSIONALS
Hairdressers,base,2029,74.164,O2 PROFESSIONALS
Hairdressers,base,2030,75.5435,O2 PROFESSIONALS
Hairdressers,base,2031,76.9289,O2 PROFESSIONALS
Hairdressers,base,2032,78.319,O2 PROFESSIONALS
Hairdressers,base,2033,79.7126,O2 PROFESSIONALS
Hairdressers,base,2034,81.1089,O2 PROFESSIONALS
Hairdressers,base,2035,82.5075,O2 PROFESSIONALS
Hairdressers,base,2036,83.9083,O2 PROFESSIONALS
Hairdressers,base,2037,85.3115,O2 PROFESSIONALS
Hairdressers,base,2038,86.7185,O2 PROFESSIONALS
Hairdressers,base,2039,88.1297,O2 PROFESSIONALS
Hairdressers,base,2040,89.5452,O2 PROFESSIONALS
Hairdressers,base,2041,90.9656,O2 PROFESSIONALS
Hairdressers,base,2042,92.3913,O2 PROFESSIONALS
Hairdressers,base,2043,93.8225,O2 PROFESSIONALS
Hairdressers,base,2044,95.2597,O2 PROFESSIONALS
Hairdressers,base,2045,96.7035,O2 PROFESSIONALS
Hairdressers,base,2046,98.1544,O2 PROFESSIONALS
Hairdressers,base,2047,99.613,O2 PROFESSIONALS
Hairdressers,base,2048,101.0802,O2 PROFESSIONALS
Hairdressers,base,2049,102.557,O2 PROFESSIONALS
Hairdressers,base,2050,104.044,O2 PROFESSIONALS
Printing Trades Workers,base,2020,19.0367,O2 PROFESSIONALS
Printing Trades Workers,base,2021,19.2283,O2 PROFESSIONALS
Printing Trades Workers,base,2022,19.632,O2 PROFESSIONALS
Printing Trades Workers,base,2023,19.428,O2 PROFESSIONALS
Printing Trades Workers,base,2024,19.7445,O2 PROFESSIONALS
Printing Trades Workers,base,2025,20.1671,O2 PROFESSIONALS
Printing Trades Workers,base,2026,20.5414,O2 PROFESSIONALS
Printing Trades Workers,base,2027,20.9692,O2 PROFESSIONALS
Printing Trades Workers,base,2028,21.3884,O2 PROFESSIONALS
Printing Trades Workers,base,2029,21.8082,O2 PROFESSIONALS
Printing Trades Workers,base,2030,22.2269,O2 PROFESSIONALS
Printing Trades Workers,base,2031,22.6447,O2 PROFESSIONALS
Printing Trades Workers,base,2032,23.0619,O2 PROFESSIONALS
Printing Trades Workers,base,2033,23.4784,O2 PROFESSIONALS
Printing Trades Workers,base,2034,23.8944,O2 PROFESSIONALS
Printing Trades Workers,base,2035,24.3099,O2 PROFESSIONALS
Printing Trades Workers,base,2036,24.7252,O2 PROFESSIONALS
Printing Trades Workers,base,2037,25.1404,O2 PROFESSIONALS
Printing Trades Workers,base,2038,25.5562,O2 PROFESSIONALS
Printing Trades Workers,base,2039,25.9727,O2 PROFESSIONALS
Printing Trades Workers,base,2040,26.3901,O2 PROFESSIONALS
Printing Trades Workers,base,2041,26.8085,O2 PROFESSIONALS
Printing Trades Workers,base,2042,27.228,O2 PROFESSIONALS
Printing Trades Workers,base,2043,27.6488,O2 PROFESSIONALS
Printing Trades Workers,base,2044,28.0709,O2 PROFESSIONALS
Printing Trades Workers,base,2045,28.4946,O2 PROFESSIONALS
Printing Trades Workers,base,2046,28.92,O2 PROFESSIONALS
Printing Trades Workers,base,2047,29.3473,O2 PROFESSIONALS
Printing Trades Workers,base,2048,29.7768,O2 PROFESSIONALS
Printing Trades Workers,base,2049,30.2087,O2 PROFESSIONALS
Printing Trades Workers,base,2050,30.6434,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2020,14.865,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2021,14.6388,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2022,14.7656,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2023,14.7584,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2024,14.9815,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2025,15.147,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2026,15.3817,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2027,15.6659,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2028,15.9421,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2029,16.2188,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2030,16.4942,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2031,16.7684,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2032,17.0414,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2033,17.3132,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2034,17.5839,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2035,17.8535,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2036,18.122,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2037,18.3897,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2038,18.657,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2039,18.9242,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2040,19.1912,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2041,19.4582,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2042,19.7253,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2043,19.9925,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2044,20.2599,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2045,20.5277,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2046,20.796,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2047,21.0648,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2048,21.3345,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2049,21.6052,O2 PROFESSIONALS
"Textile, Clothing and Footwear Trades Workers",base,2050,21.8771,O2 PROFESSIONALS
Wood Trades Workers,base,2020,34.2658,O2 PROFESSIONALS
Wood Trades Workers,base,2021,34.537,O2 PROFESSIONALS
Wood Trades Workers,base,2022,34.7025,O2 PROFESSIONALS
Wood Trades Workers,base,2023,34.6141,O2 PROFESSIONALS
Wood Trades Workers,base,2024,35.7868,O2 PROFESSIONALS
Wood Trades Workers,base,2025,36.9005,O2 PROFESSIONALS
Wood Trades Workers,base,2026,37.5811,O2 PROFESSIONALS
Wood Trades Workers,base,2027,38.4074,O2 PROFESSIONALS
Wood Trades Workers,base,2028,39.2104,O2 PROFESSIONALS
Wood Trades Workers,base,2029,40.0159,O2 PROFESSIONALS
Wood Trades Workers,base,2030,40.8194,O2 PROFESSIONALS
Wood Trades Workers,base,2031,41.6212,O2 PROFESSIONALS
Wood Trades Workers,base,2032,42.4214,O2 PROFESSIONALS
Wood Trades Workers,base,2033,43.2199,O2 PROFESSIONALS
Wood Trades Workers,base,2034,44.0167,O2 PROFESSIONALS
Wood Trades Workers,base,2035,44.812,O2 PROFESSIONALS
Wood Trades Workers,base,2036,45.606,O2 PROFESSIONALS
Wood Trades Workers,base,2037,46.399,O2 PROFESSIONALS
Wood Trades Workers,base,2038,47.1924,O2 PROFESSIONALS
Wood Trades Workers,base,2039,47.9868,O2 PROFESSIONALS
Wood Trades Workers,base,2040,48.7822,O2 PROFESSIONALS
Wood Trades Workers,base,2041,49.5791,O2 PROFESSIONALS
Wood Trades Workers,base,2042,50.3778,O2 PROFESSIONALS
Wood Trades Workers,base,2043,51.1785,O2 PROFESSIONALS
Wood Trades Workers,base,2044,51.9817,O2 PROFESSIONALS
Wood Trades Workers,base,2045,52.7877,O2 PROFESSIONALS
Wood Trades Workers,base,2046,53.597,O2 PROFESSIONALS
Wood Trades Workers,base,2047,54.4101,O2 PROFESSIONALS
Wood Trades Workers,base,2048,55.2276,O2 PROFESSIONALS
Wood Trades Workers,base,2049,56.0502,O2 PROFESSIONALS
Wood Trades Workers,base,2050,56.8786,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2020,71.9711,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2021,71.0442,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2022,71.7087,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2023,72.0761,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2024,73.2606,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2025,74.5516,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2026,75.6954,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2027,76.9312,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2028,78.1657,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2029,79.4117,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2030,80.6609,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2031,81.9082,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2032,83.1497,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2033,84.3883,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2034,85.6263,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2035,86.8644,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2036,88.1027,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2037,89.3418,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2038,90.5833,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2039,91.8277,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2040,93.0753,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2041,94.3264,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2042,95.5815,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2043,96.8407,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2044,98.1045,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2045,99.3735,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2046,100.648,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2047,101.9287,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2048,103.2165,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2049,104.5121,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,base,2050,105.8165,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2020,140.5936,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2021,144.1606,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2022,144.0433,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2023,143.8757,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2024,145.0195,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2025,144.5942,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2026,146.6041,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2027,148.7591,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2028,150.9264,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2029,153.1144,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2030,155.312,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2031,157.5161,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2032,159.7241,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2033,161.9339,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2034,164.1438,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2035,166.3529,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2036,168.5607,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2037,170.7678,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2038,172.9756,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2039,175.1847,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2040,177.395,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2041,179.607,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2042,181.821,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2043,184.0373,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2044,186.2562,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2045,188.4786,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2046,190.7051,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2047,192.9364,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2048,195.1738,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2049,197.4187,O2 PROFESSIONALS
Health and Welfare Support Workers,base,2050,199.6724,O2 PROFESSIONALS
