var,state,year,value,occupation_group
Child Carers,base,2020,160.3748,O2 PROFESSIONALS
Child Carers,base,2021,157.6616,O2 PROFESSIONALS
Child Carers,base,2022,159.6742,O2 PROFESSIONALS
Child Carers,base,2023,159.3859,O2 PROFESSIONALS
Child Carers,base,2024,160.8024,O2 PROFESSIONALS
Child Carers,base,2025,163.423,O2 PROFESSIONALS
Child Carers,base,2026,165.7724,O2 PROFESSIONALS
Child Carers,base,2027,168.2646,O2 PROFESSIONALS
Child Carers,base,2028,170.76,O2 PROFESSIONALS
Child Carers,base,2029,173.2682,O2 PROFESSIONALS
Child Carers,base,2030,175.7785,O2 PROFESSIONALS
Child Carers,base,2031,178.2882,O2 PROFESSIONALS
Child Carers,base,2032,180.7956,O2 PROFESSIONALS
Child Carers,base,2033,183.2993,O2 PROFESSIONALS
Child Carers,base,2034,185.7978,O2 PROFESSIONALS
Child Carers,base,2035,188.2911,O2 PROFESSIONALS
Child Carers,base,2036,190.7795,O2 PROFESSIONALS
Child Carers,base,2037,193.2641,O2 PROFESSIONALS
Child Carers,base,2038,195.7476,O2 PROFESSIONALS
Child Carers,base,2039,198.2308,O2 PROFESSIONALS
Child Carers,base,2040,200.7142,O2 PROFESSIONALS
Child Carers,base,2041,203.1988,O2 PROFESSIONALS
Child Carers,base,2042,205.6852,O2 PROFESSIONALS
Child Carers,base,2043,208.1742,O2 PROFESSIONALS
Child Carers,base,2044,210.6668,O2 PROFESSIONALS
Child Carers,base,2045,213.1641,O2 PROFESSIONALS
Child Carers,base,2046,215.6671,O2 PROFESSIONALS
Child Carers,base,2047,218.1772,O2 PROFESSIONALS
Child Carers,base,2048,220.6961,O2 PROFESSIONALS
Child Carers,base,2049,223.2258,O2 PROFESSIONALS
Child Carers,base,2050,225.7681,O2 PROFESSIONALS
Education Aides,base,2020,105.3614,O2 PROFESSIONALS
Education Aides,base,2021,109.1764,O2 PROFESSIONALS
Education Aides,base,2022,108.7372,O2 PROFESSIONALS
Education Aides,base,2023,108.8244,O2 PROFESSIONALS
Education Aides,base,2024,109.4246,O2 PROFESSIONALS
Education Aides,base,2025,108.868,O2 PROFESSIONALS
Education Aides,base,2026,110.0437,O2 PROFESSIONALS
Education Aides,base,2027,111.3943,O2 PROFESSIONALS
Education Aides,base,2028,112.7391,O2 PROFESSIONALS
Education Aides,base,2029,114.0947,O2 PROFESSIONALS
Education Aides,base,2030,115.4532,O2 PROFESSIONALS
Education Aides,base,2031,116.8125,O2 PROFESSIONALS
Education Aides,base,2032,118.1709,O2 PROFESSIONALS
Education Aides,base,2033,119.5269,O2 PROFESSIONALS
Education Aides,base,2034,120.8791,O2 PROFESSIONALS
Education Aides,base,2035,122.2269,O2 PROFESSIONALS
Education Aides,base,2036,123.5699,O2 PROFESSIONALS
Education Aides,base,2037,124.9085,O2 PROFESSIONALS
Education Aides,base,2038,126.2434,O2 PROFESSIONALS
Education Aides,base,2039,127.5749,O2 PROFESSIONALS
Education Aides,base,2040,128.9028,O2 PROFESSIONALS
Education Aides,base,2041,130.2272,O2 PROFESSIONALS
Education Aides,base,2042,131.5483,O2 PROFESSIONALS
Education Aides,base,2043,132.8661,O2 PROFESSIONALS
Education Aides,base,2044,134.181,O2 PROFESSIONALS
Education Aides,base,2045,135.4933,O2 PROFESSIONALS
Education Aides,base,2046,136.8033,O2 PROFESSIONALS
Education Aides,base,2047,138.1116,O2 PROFESSIONALS
Education Aides,base,2048,139.419,O2 PROFESSIONALS
Education Aides,base,2049,140.7263,O2 PROFESSIONALS
Education Aides,base,2050,142.0344,O2 PROFESSIONALS
Hospitality Workers,base,2020,305.6316,O2 PROFESSIONALS
Hospitality Workers,base,2021,311.4276,O2 PROFESSIONALS
Hospitality Workers,base,2022,311.7507,O2 PROFESSIONALS
Hospitality Workers,base,2023,311.5633,O2 PROFESSIONALS
Hospitality Workers,base,2024,313.9897,O2 PROFESSIONALS
Hospitality Workers,base,2025,313.8652,O2 PROFESSIONALS
Hospitality Workers,base,2026,318.1996,O2 PROFESSIONALS
Hospitality Workers,base,2027,322.9239,O2 PROFESSIONALS
Hospitality Workers,base,2028,327.6605,O2 PROFESSIONALS
Hospitality Workers,base,2029,332.4386,O2 PROFESSIONALS
Hospitality Workers,base,2030,337.2349,O2 PROFESSIONALS
Hospitality Workers,base,2031,342.0424,O2 PROFESSIONALS
Hospitality Workers,base,2032,346.8561,O2 PROFESSIONALS
Hospitality Workers,base,2033,351.6718,O2 PROFESSIONALS
Hospitality Workers,base,2034,356.4858,O2 PROFESSIONALS
Hospitality Workers,base,2035,361.2966,O2 PROFESSIONALS
Hospitality Workers,base,2036,366.1034,O2 PROFESSIONALS
Hospitality Workers,base,2037,370.9073,O2 PROFESSIONALS
Hospitality Workers,base,2038,375.7116,O2 PROFESSIONALS
Hospitality Workers,base,2039,380.5172,O2 PROFESSIONALS
Hospitality Workers,base,2040,385.3246,O2 PROFESSIONALS
Hospitality Workers,base,2041,390.1344,O2 PROFESSIONALS
Hospitality Workers,base,2042,394.9474,O2 PROFESSIONALS
Hospitality Workers,base,2043,399.7646,O2 PROFESSIONALS
Hospitality Workers,base,2044,404.5869,O2 PROFESSIONALS
Hospitality Workers,base,2045,409.4158,O2 PROFESSIONALS
Hospitality Workers,base,2046,414.2528,O2 PROFESSIONALS
Hospitality Workers,base,2047,419.0998,O2 PROFESSIONALS
Hospitality Workers,base,2048,423.9595,O2 PROFESSIONALS
Hospitality Workers,base,2049,428.8349,O2 PROFESSIONALS
Hospitality Workers,base,2050,433.7288,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2020,265.6218,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2021,258.9896,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2022,270.9524,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2023,276.6169,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2024,279.3453,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2025,289.7951,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2026,296.4381,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2027,303.6122,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2028,310.7725,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2029,317.9901,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2030,325.2396,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2031,332.5197,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2032,339.83,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2033,347.1705,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2034,354.5406,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2035,361.9418,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2036,369.3754,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2037,376.8427,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2038,384.3518,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2039,391.9055,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2040,399.506,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2041,407.155,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2042,414.8552,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2043,422.6081,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2044,430.4159,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2045,438.2811,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2046,446.2059,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2047,454.1931,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2048,462.2466,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2049,470.3703,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",base,2050,478.5684,O2 PROFESSIONALS
Prison and Security Officers,base,2020,92.9113,O2 PROFESSIONALS
Prison and Security Officers,base,2021,99.1414,O2 PROFESSIONALS
Prison and Security Officers,base,2022,97.2558,O2 PROFESSIONALS
Prison and Security Officers,base,2023,97.3254,O2 PROFESSIONALS
Prison and Security Officers,base,2024,98.0623,O2 PROFESSIONALS
Prison and Security Officers,base,2025,95.6636,O2 PROFESSIONALS
Prison and Security Officers,base,2026,96.9499,O2 PROFESSIONALS
Prison and Security Officers,base,2027,98.3078,O2 PROFESSIONALS
Prison and Security Officers,base,2028,99.677,O2 PROFESSIONALS
Prison and Security Officers,base,2029,101.0595,O2 PROFESSIONALS
Prison and Security Officers,base,2030,102.4481,O2 PROFESSIONALS
Prison and Security Officers,base,2031,103.8399,O2 PROFESSIONALS
Prison and Security Officers,base,2032,105.2329,O2 PROFESSIONALS
Prison and Security Officers,base,2033,106.6252,O2 PROFESSIONALS
Prison and Security Officers,base,2034,108.0151,O2 PROFESSIONALS
Prison and Security Officers,base,2035,109.4017,O2 PROFESSIONALS
Prison and Security Officers,base,2036,110.7843,O2 PROFESSIONALS
Prison and Security Officers,base,2037,112.1626,O2 PROFESSIONALS
Prison and Security Officers,base,2038,113.5374,O2 PROFESSIONALS
Prison and Security Officers,base,2039,114.9085,O2 PROFESSIONALS
Prison and Security Officers,base,2040,116.2759,O2 PROFESSIONALS
Prison and Security Officers,base,2041,117.6393,O2 PROFESSIONALS
Prison and Security Officers,base,2042,118.9989,O2 PROFESSIONALS
Prison and Security Officers,base,2043,120.3545,O2 PROFESSIONALS
Prison and Security Officers,base,2044,121.7062,O2 PROFESSIONALS
Prison and Security Officers,base,2045,123.0541,O2 PROFESSIONALS
Prison and Security Officers,base,2046,124.3985,O2 PROFESSIONALS
Prison and Security Officers,base,2047,125.7395,O2 PROFESSIONALS
Prison and Security Officers,base,2048,127.0778,O2 PROFESSIONALS
Prison and Security Officers,base,2049,128.4139,O2 PROFESSIONALS
Prison and Security Officers,base,2050,129.7484,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2020,84.6397,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2021,89.0818,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2022,87.8975,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2023,88.17,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2024,88.9419,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2025,87.4922,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2026,88.7031,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2027,90.0071,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2028,91.3167,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2029,92.6391,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2030,93.9672,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2031,95.2987,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2032,96.6317,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2033,97.9648,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2034,99.2968,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2035,100.6269,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2036,101.9546,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2037,103.2797,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2038,104.603,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2039,105.9247,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2040,107.2446,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2041,108.5627,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2042,109.8791,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2043,111.1937,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2044,112.5067,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2045,113.8183,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2046,115.1286,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2047,116.4381,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2048,117.7473,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2049,119.0567,O2 PROFESSIONALS
Personal Service and Travel Workers,base,2050,120.3671,O2 PROFESSIONALS
Sports and Fitness Workers,base,2020,108.4686,O2 PROFESSIONALS
Sports and Fitness Workers,base,2021,108.3744,O2 PROFESSIONALS
Sports and Fitness Workers,base,2022,110.8735,O2 PROFESSIONALS
Sports and Fitness Workers,base,2023,112.409,O2 PROFESSIONALS
Sports and Fitness Workers,base,2024,113.8446,O2 PROFESSIONALS
Sports and Fitness Workers,base,2025,116.4132,O2 PROFESSIONALS
Sports and Fitness Workers,base,2026,118.5837,O2 PROFESSIONALS
Sports and Fitness Workers,base,2027,120.7886,O2 PROFESSIONALS
Sports and Fitness Workers,base,2028,123.0127,O2 PROFESSIONALS
Sports and Fitness Workers,base,2029,125.2559,O2 PROFESSIONALS
Sports and Fitness Workers,base,2030,127.5104,O2 PROFESSIONALS
Sports and Fitness Workers,base,2031,129.77440000000001,O2 PROFESSIONALS
Sports and Fitness Workers,base,2032,132.0466,O2 PROFESSIONALS
Sports and Fitness Workers,base,2033,134.3261,O2 PROFESSIONALS
Sports and Fitness Workers,base,2034,136.6118,O2 PROFESSIONALS
Sports and Fitness Workers,base,2035,138.9035,O2 PROFESSIONALS
Sports and Fitness Workers,base,2036,141.2014,O2 PROFESSIONALS
Sports and Fitness Workers,base,2037,143.5059,O2 PROFESSIONALS
Sports and Fitness Workers,base,2038,145.8195,O2 PROFESSIONALS
Sports and Fitness Workers,base,2039,148.1428,O2 PROFESSIONALS
Sports and Fitness Workers,base,2040,150.4762,O2 PROFESSIONALS
Sports and Fitness Workers,base,2041,152.8203,O2 PROFESSIONALS
Sports and Fitness Workers,base,2042,155.1757,O2 PROFESSIONALS
Sports and Fitness Workers,base,2043,157.5429,O2 PROFESSIONALS
Sports and Fitness Workers,base,2044,159.9226,O2 PROFESSIONALS
Sports and Fitness Workers,base,2045,162.3155,O2 PROFESSIONALS
Sports and Fitness Workers,base,2046,164.7225,O2 PROFESSIONALS
Sports and Fitness Workers,base,2047,167.1445,O2 PROFESSIONALS
Sports and Fitness Workers,base,2048,169.583,O2 PROFESSIONALS
Sports and Fitness Workers,base,2049,172.0393,O2 PROFESSIONALS
Sports and Fitness Workers,base,2050,174.515,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2020,102.1579,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2021,103.9279,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2022,105.9958,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2023,107.0811,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2024,108.155,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2025,109.9504,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2026,111.5095,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2027,113.1,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2028,114.6939,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2029,116.2927,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2030,117.8904,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2031,119.486,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2032,121.0791,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2033,122.669,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2034,124.2552,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2035,125.8378,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2036,127.417,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2037,128.9937,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2038,130.5698,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2039,132.1458,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2040,133.7222,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2041,135.2992,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2042,136.8774,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2043,138.4571,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2044,140.0387,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2045,141.6229,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2046,143.2103,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2047,144.8015,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2048,146.3977,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2049,148,O2 PROFESSIONALS
"Contract, Program and Project Administrators",base,2050,149.6094,O2 PROFESSIONALS
Office and Practice Managers,base,2020,131.0529,O2 PROFESSIONALS
Office and Practice Managers,base,2021,131.7452,O2 PROFESSIONALS
Office and Practice Managers,base,2022,132.1677,O2 PROFESSIONALS
Office and Practice Managers,base,2023,133.0865,O2 PROFESSIONALS
Office and Practice Managers,base,2024,135.4168,O2 PROFESSIONALS
Office and Practice Managers,base,2025,136.8092,O2 PROFESSIONALS
Office and Practice Managers,base,2026,138.9155,O2 PROFESSIONALS
Office and Practice Managers,base,2027,141.1048,O2 PROFESSIONALS
Office and Practice Managers,base,2028,143.3039,O2 PROFESSIONALS
Office and Practice Managers,base,2029,145.5205,O2 PROFESSIONALS
Office and Practice Managers,base,2030,147.7432,O2 PROFESSIONALS
Office and Practice Managers,base,2031,149.9679,O2 PROFESSIONALS
Office and Practice Managers,base,2032,152.1916,O2 PROFESSIONALS
Office and Practice Managers,base,2033,154.414,O2 PROFESSIONALS
Office and Practice Managers,base,2034,156.6351,O2 PROFESSIONALS
Office and Practice Managers,base,2035,158.8545,O2 PROFESSIONALS
Office and Practice Managers,base,2036,161.0723,O2 PROFESSIONALS
Office and Practice Managers,base,2037,163.2887,O2 PROFESSIONALS
Office and Practice Managers,base,2038,165.5064,O2 PROFESSIONALS
Office and Practice Managers,base,2039,167.7259,O2 PROFESSIONALS
Office and Practice Managers,base,2040,169.9476,O2 PROFESSIONALS
Office and Practice Managers,base,2041,172.1716,O2 PROFESSIONALS
Office and Practice Managers,base,2042,174.3987,O2 PROFESSIONALS
Office and Practice Managers,base,2043,176.629,O2 PROFESSIONALS
Office and Practice Managers,base,2044,178.8632,O2 PROFESSIONALS
Office and Practice Managers,base,2045,181.1021,O2 PROFESSIONALS
Office and Practice Managers,base,2046,183.3463,O2 PROFESSIONALS
Office and Practice Managers,base,2047,185.5969,O2 PROFESSIONALS
Office and Practice Managers,base,2048,187.8552,O2 PROFESSIONALS
Office and Practice Managers,base,2049,190.1228,O2 PROFESSIONALS
Office and Practice Managers,base,2050,192.401,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2020,162.4305,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2021,160.5189,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2022,161.809,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2023,163.1874,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2024,166.5077,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2025,169.4318,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2026,172.3512,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2027,175.3209,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2028,178.3055,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2029,181.3091,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2030,184.3191,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2031,187.3328,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2032,190.3478,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2033,193.3625,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2034,196.3754,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2035,199.3861,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2036,202.3947,O2 PROFESSIONALS
Personal Assistants and Secretaries,base,2037,205.4016,O2 PROFESSIONALS
